"","resi_half","area","linear"
"143","lower-Loph1_lower_DBH",0.136690621748179,0.0737903225806452
"144","upper-Loph1_lower_DBH",0.272581163339787,0.197983870967742
"145","lower-Loph1_lower_S",0.380132917821663,0.255186721991701
"146","upper-Loph1_lower_S",0,0
"147","lower-Loph2_upper_A",0.460488271604938,0.359444444444444
"148","upper-Loph2_upper_A",0,0
"149","lower-Loph2_upper_DBH",0.241557340720222,0.140526315789474
"150","upper-Loph2_upper_DBH",0,0
"151","lower-Loph2_upper_S",0.23665870224704,0.171502590673575
"152","upper-Loph2_upper_S",0.246140794401176,0.150777202072539
"153","lower-LophX_upper_DBH",0.384087791495199,0.258695652173913
"154","upper-LophX_upper_DBH",0,0
"155","lower-Planch1_lower_A",0.156315978400577,0.0852941176470588
"156","upper-Planch1_lower_A",0.258095941951088,0.114705882352941
"157","lower-Planch1_lower_DBH",0.122218934911243,0.0653846153846154
"158","upper-Planch1_lower_DBH",0.461029054302416,0.309615384615385
"159","lower-Planch1_lower_S",0.13423598615917,0.0723529411764706
"160","upper-Planch1_lower_S",0.120765781244334,0.22
"161","lower-Planch10_lower-A_A",0.328309464887014,0.207006369426752
"162","upper-Planch10_lower-A_A",0.182988072818581,0.101273885350318
"163","lower-Planch10_lower-A_DBH",0.421478979926777,0.339887640449438
"164","upper-Planch10_lower-A_DBH",0.0153195915826304,0.0606741573033708
"165","lower-Planch10_lower-A_S",0.404746712802768,0.281599059376837
"166","upper-Planch10_lower-A_S",0.318018216935448,0.277483833039389
"167","lower-Planch10_lower-B_A",0.422020970985349,0.302542372881356
"168","upper-Planch10_lower-B_A",0.22497466380122,0.0991525423728814
"169","lower-Planch10_lower-B_DBH",0.478128070400273,0.395424836601307
"170","upper-Planch10_lower-B_DBH",0.0553932530457816,0.0549019607843137
"171","lower-Planch10_lower-B_S",0.47961618421371,0.399045020463847
"172","upper-Planch10_lower-B_S",0.103259837134788,0.1268758526603
"173","lower-Planch2_lower_A",0.101792791769538,0.0536585365853659
"174","upper-Planch2_lower_A",0,0
"175","lower-Planch2_lower_DBH",0.111848064280497,0.0594594594594595
"176","upper-Planch2_lower_DBH",0,0
"177","lower-Planch2_lower_S",0.400512,0.312
"178","upper-Planch2_lower_S",0.0184579333857232,0.073
"179","lower-Planch3_lower_DBH",0.480361983471074,0.400909090909091
"180","upper-Planch3_lower_DBH",0.364686786773714,0.198181818181818
"181","lower-Planch4_lower_DBH",0.134106460150966,0.0722772277227723
"182","upper-Planch4_lower_DBH",0.24865325443787,0.114851485148515
"183","lower-Planch6_lower_DBH",0.468896885813149,0.375294117647059
"184","upper-Planch6_lower_DBH",0,0
"185","lower-Tess1_lower_DBH",0.110281632653061,0.0585714285714286
"186","upper-Tess1_lower_DBH",0,0
"187","lower-Test_A",0.2721875,0.1625
"188","upper-Test_A",0.113313789140313,0.1475
"189","lower-Test_DBH",0.416642975206612,0.315454545454545
"190","upper-Test_DBH",0.300223494344632,0.46
"191","lower-Test_S",0.19141632,0.1072
"192","upper-Test_S",0.336475278438542,0.3324
"193","lower-Tetra1_lower_DBH",0.423018687019712,0.389130434782609
"194","upper-Tetra1_lower_DBH",0.404089989343997,0.271739130434783
"195","lower-1_lower_A",0.342083085931901,0.219004524886878
"196","upper-1_lower_A",0.290737067358832,0.236500754147813
"197","lower-11_lower_S",0.0441415192507804,0.0225806451612903
"198","upper-11_lower_S",0.0847060279894172,0.174596774193548
"199","lower-15_lower_S",0.193380544298389,0.108396946564885
"200","upper-15_lower_S",0.163406705735237,0.23027989821883
"201","lower-4_upper_A",0.0788140364045787,0.0410958904109589
"202","upper-4_upper_A",0.184832,0.26027397260274
"203","lower-1_lower_DBH",0.166449587794337,0.148644338118022
"204","upper-1_lower_DBH",0.0975410600495462,0.112918660287081
"205","lower-16_lower_C",0.264857385000646,0.254266958424508
"206","upper-16_lower_C",0.172227668452741,0.27199124726477
"207","lower-16_lower_D",0.148002140174382,0.105253283302064
"208","upper-16_lower_D",0.0930125649297947,0.215572232645403
"209","lower-16_lower_DBH",0.110321768518767,0.1
"210","upper-16_lower_DBH",0.0627221131440356,0.177029360967185
"211","lower-17_lower_S",0,0
"212","upper-17_lower_S",0.314566715197372,0.396153846153846
"213","lower-2_upper_S",0.145748149681693,0.079136690647482
"214","upper-2_upper_S",0.0314738055415357,0.047242206235012
"215","lower-4_lower_DBH",0.209678,0.119
"216","upper-4_lower_DBH",0.183918921264387,0.291333333333333
"217","lower-4_upper_DBH",0.0546484588202259,0.028099173553719
"218","upper-4_upper_DBH",0.36611526507815,0.421487603305785
"219","lower-6_lower_DBH",0.10643808,0.0564
"220","upper-6_lower_DBH",0.0479644438807936,0.1548
"221","lower-6_lower_S",0.228126035502959,0.136923076923077
"222","upper-6_lower_S",0.160334829290788,0.160576923076923
"223","lower-7_lower_A",0.274302795954789,0.204634146341463
"224","upper-7_lower_A",0.121796369617862,0.121463414634146
"225","lower-9_lower_S",0.220773374726077,0.126351351351351
"226","upper-9_lower_S",0.147956222155896,0.271621621621622
"227","lower-Golden1_upper_S",0.0554198009098689,0.0284916201117318
"228","upper-Golden1_upper_S",0.107743520061659,0.231843575418994
